Filename, Translated Messages, Translated Source Words, Translated Target Words, Fuzzy Messages, Fuzzy Source Words, Untranslated Messages, Untranslated Source Words, Total Message, Total Source Words, Review Messages, Review Source Words
./ComplexPrefEditorPortlet_include_pl.po,  4, 30, 32, 0, 0, 0, 0, 4, 30
./PortletHelp_include_pl.po,  3, 11, 8, 0, 0, 0, 0, 3, 11
./PortletValidation_include_pl.po,  2, 48, 41, 0, 0, 0, 0, 2, 48
./BookmarkHelpRsrc_pl.po,  2, 23, 19, 0, 0, 0, 0, 2, 23
./BookmarkRsrc_pl.po,  34, 204, 197, 0, 0, 0, 0, 34, 204
./GlobalBookmarkRsrc_pl.po,  32, 200, 189, 0, 0, 0, 0, 32, 200
./SampleBookmarkRsrc_pl.po,  29, 191, 180, 0, 0, 0, 0, 29, 191
./ExchangeHelpRsrc_pl.po,  1, 3, 4, 1, 150, 0, 0, 2, 153
./ExchangeRsrc_pl.po,  55, 617, 601, 0, 0, 0, 0, 55, 617
./HTMLHelpRsrc_pl.po,  2, 54, 51, 0, 0, 0, 0, 2, 54
./HTMLRsrc_pl.po,  120, 1346, 1303, 2, 89, 0, 0, 122, 1435
./HTMLWizardComplexPrefEditorRsrc_pl.po,  121, 1354, 1311, 2, 89, 0, 0, 123, 1443
./HTMLComplexPrefEditorRsrc_pl.po,  82, 329, 336, 0, 0, 0, 0, 82, 329
./HTMLEditorPortletHelpRsrc_pl.po,  2, 59, 51, 0, 0, 0, 0, 2, 59
./HTMLEditorPortletRsrc_pl.po,  77, 376, 376, 0, 0, 0, 0, 77, 376
./IframeHelpRsrc_pl.po,  2, 39, 33, 0, 0, 0, 0, 2, 39
./IframeRsrc_pl.po,  54, 620, 621, 0, 0, 0, 0, 54, 620
./NetStorageHelpRsrc_pl.po,  2, 70, 68, 0, 0, 0, 0, 2, 70
./NetStorageRsrc_pl.po,  48, 494, 462, 0, 0, 0, 0, 48, 494
./NetworkFileHelpRsrc_pl.po,  2, 123, 107, 0, 0, 0, 0, 2, 123
./NetworkFileRsrc_pl.po,  103, 455, 453, 0, 0, 0, 0, 103, 455
./NotesPortletHelpRsrc_pl.po,  2, 28, 24, 0, 0, 0, 0, 2, 28
./NotesPortletRsrc_pl.po,  37, 244, 235, 0, 0, 0, 0, 37, 244
./RssNewsPortletHelpRsrc_pl.po,  2, 206, 156, 0, 0, 0, 0, 2, 206
./RssNewsPortletRsrc_pl.po,  27, 241, 227, 0, 0, 0, 0, 27, 241
./PortletServletRsrc_pl.po,  4, 21, 21, 0, 0, 0, 0, 4, 21
./ShortcutComplexPrefEditorRsrc_pl.po,  131, 1094, 1088, 0, 0, 0, 0, 131, 1094
./ShortcutHelpRsrc_pl.po,  2, 22, 19, 0, 0, 0, 0, 2, 22
./ShortcutRsrc_pl.po,  130, 1093, 1087, 0, 0, 0, 0, 130, 1093
./WebMailHelpRsrc_pl.po,  2, 62, 52, 0, 0, 0, 0, 2, 62
./WebMailRsrc_pl.po,  130, 529, 507, 0, 0, 0, 0, 130, 529
./LoginAdminHelpRsrc_pl.po,  2, 128, 118, 0, 0, 0, 0, 2, 128
./PortletsError_include_pl.po,  5, 16, 17, 0, 0, 0, 0, 5, 16
./PortletsHelp_include_pl.po,  3, 11, 8, 0, 0, 0, 0, 3, 11
./A1column_pl.po,  2, 10, 10, 0, 0, 0, 0, 2, 10
./A2column191800_pl.po,  2, 13, 14, 0, 0, 0, 0, 2, 13
./A2column3070_pl.po,  2, 8, 10, 0, 0, 0, 0, 2, 8
./A2column_pl.po,  2, 7, 9, 0, 0, 0, 0, 2, 7
./A3column_pl.po,  2, 6, 5, 0, 0, 0, 0, 2, 6
./AdminConsoleLayout_pl.po,  1, 3, 3, 0, 0, 0, 0, 1, 3
./ClassicPortalLayout_pl.po,  2, 13, 14, 0, 0, 0, 0, 2, 13
./HeaderContent_pl.po,  2, 6, 6, 0, 0, 0, 0, 2, 6
./HeaderNavContentFooter_pl.po,  2, 11, 11, 0, 0, 0, 0, 2, 11
./HeaderNavContent_pl.po,  2, 9, 9, 0, 0, 0, 0, 2, 9
./AdminContainerPage_pl.po,  2, 10, 10, 0, 0, 0, 0, 2, 10
./CacheCustMgmt_pl.po,  2, 12, 13, 0, 0, 0, 0, 2, 12
./CacheMgmt_pl.po,  2, 13, 16, 0, 0, 0, 0, 2, 13
./ChaRes_pl.po,  2, 6, 5, 0, 0, 0, 0, 2, 6
